PROJ_NUM,PO,SD_NUM,SD_NAME,FACILITY,CLEAN_FACILITY_NAME,FACILITY_KEY,MINCODE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,FACILITY_TYPE,DESCRIPTION,PROGRAM,PROJECT_CODE,STATUS,YEAR_COMPLETED,PROV_TOTAL,SD_ACTUAL,_3RD_PARTY_ACTUAL,TOTAL_ACTUAL
127159-01,RC,50,Haida Gwaii,Gudangaay Tlaats'gaa Naay Secondary (formerly George M Dawson Secondary),GUDANGAAY TLAATS'GAA NAAY SECONDARY (FORMERLY GEORGE M DAWSON SECONDARY),GUDANGAAY TLAATS'GAA NAAY (FORMERLY GEORGE M DAWSON ),05050001,54.0115171,-132.1442626,Secondary,Replace roofing and insulate. Replace all windows. Replace siding and insulation,SEP,RENO,6 Complete,2016/2017,1352835,20000,0,1372835.0
127643-1,DC,50,Haida Gwaii,Gudangaay Tlaats�Gaa Naay Secondary School,GUDANGAAY TLAATS�GAA NAAY SECONDARY SCHOOL,GUDANGAAY TLAATS�GAA NAAY,05050001,54.0115171,-132.1442626,Secondary,Retaining Wall 1200mm (Concrete) Renewal.,SEP,SITE,6 Complete,2018/2019,197000,,,197000.0
127367-02,DC,50,Haida Gwaii,Gudangaay Tlaats'gaa Naay Secondary (formely George M Dawson Secondary),GUDANGAAY TLAATS'GAA NAAY SECONDARY (FORMELY GEORGE M DAWSON SECONDARY),GUDANGAAY TLAATS'GAA NAAY (FORMELY GEORGE M DAWSON ),05050001,54.0115171,-132.1442626,Secondary,Window and Door Replacement,SEP,RENO,6 Complete,2017/2018,300000,0,0,300000.0
126843,RC,51,Boundary,Grand Forks Secondary,GRAND FORKS SECONDARY,GRAND FORKS,05112002,49.03083662,-118.4515507,Secondary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,86235,115765,28000,230000.0
127450-01,DC,51,Boundary,Grand Forks Secondary,GRAND FORKS SECONDARY,GRAND FORKS,05112002,49.03083662,-118.4515507,Secondary,Change to more efficient Lighting System,SEP,ENERGY,6 Complete,2017/2018,100000,0,0,100000.0
126960,RC,51,Boundary,Grand Forks Secondary,GRAND FORKS SECONDARY,GRAND FORKS,05112002,49.03083662,-118.4515507,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,190000,0,0,190000.0
127013,RC,51,Boundary,Boundary Central Secondary,BOUNDARY CENTRAL SECONDARY,BOUNDARY CENTRAL,05113010,49.00660109,-118.7686173,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,188000,0,0,188000.0
127707-7,DC,51,Boundary,Dr. D.A. Perley Elementary,DR. D.A. PERLEY ELEMENTARY,DR. D.A. PERLEY,05112001,49.02978409,-118.4501613,Elementary,Refinish Gym Flooring.,SEP,RENO,6 Complete,2018/2019,25000.08,,,25000.1
127707-2,DC,51,Boundary,John A. Hutton Elementary,JOHN A. HUTTON ELEMENTARY,JOHN A. HUTTON,05112005,49.026,-118.47,Elementary,Refinish Gym Flooring.,SEP,RENO,6 Complete,2018/2019,27000,,,27000.0
127707-3,DC,51,Boundary,West Boundary Elementary,WEST BOUNDARY ELEMENTARY,WEST BOUNDARY,05113012,49.05248783,-118.98608,Elementary,Refinish Gym Flooring.,SEP,RENO,6 Complete,2018/2019,27000,,,27000.0
127707-5,DC,51,Boundary,Boundary Central Secondary,BOUNDARY CENTRAL SECONDARY,BOUNDARY CENTRAL,05113010,49.00660109,-118.7686173,Secondary,Refinish Gym Flooring.,SEP,RENO,6 Complete,2018/2019,48000,,,48000.0
127707-6,DC,51,Boundary,Christina Lake Elementary,CHRISTINA LAKE ELEMENTARY,CHRISTINA LAKE,05112004,49.03930994,-118.2119847,Elementary,Refinish Gym Flooring.,SEP,RENO,6 Complete,2018/2019,20000,,,20000.0
127160-04,RC,51,Boundary,Grand Forks Secondary ,GRAND FORKS SECONDARY ,GRAND FORKS,05112002,49.03083662,-118.4515507,Secondary,Replace flooring,SEP,RENO,6 Complete,2016/2017,190000,0,0,190000.0
127450-02,DC,51,Boundary,Various,VARIOUS,VARIOUS, ,,,N/A,Replace Roof Top Units,SEP,MECHUP,6 Complete,2017/2018,110000,0,0,110000.0
127707-4,DC,51,Boundary,Greenwood Elementary,GREENWOOD ELEMENTARY,GREENWOOD,05113007,49.10593682,-118.6777997,Elementary,Replace with synthetic floor.,SEP,RENO,6 Complete,2018/2019,33000,,,33000.0
127160-03,RC,51,Boundary,Christina Lake Elementary,CHRISTINA LAKE ELEMENTARY,CHRISTINA LAKE,05112004,49.03930994,-118.2119847,Elementary,Roof Replacement on the Gym/Library/Office part of the School,SEP,ROOFREP,6 Complete,2016/2017,199999,50000,0,249999.0
127450-03,DC,51,Boundary,Grand Forks Secondary,GRAND FORKS SECONDARY,GRAND FORKS,05112002,49.03083662,-118.4515507,Secondary,Upgrade Chiller,SEP,MECHUP,6 Complete,2017/2018,300000,0,0,300000.0
127707-10,DC,51,Boundary,Beaverdell Elementary,BEAVERDELL ELEMENTARY,BEAVERDELL,05113002,49.4375484,-119.0872425,Elementary,Upgrade plumbing due to lead content in water and age of piping and septic field.,SEP,HEALTH,6 Complete,2018/2019,53000,,,53000.0
127707-9,DC,51,Boundary,Christina Lake Elementary,CHRISTINA LAKE ELEMENTARY,CHRISTINA LAKE,05112004,49.03930994,-118.2119847,Elementary,Upgrade plumbing due to lead content in water and age of piping.,SEP,HEALTH,6 Complete,2018/2019,57000,,,57000.0
127707-8,DC,51,Boundary,Midway Elementary,MIDWAY ELEMENTARY,MIDWAY,05113005,49.00717809,-118.773186,Elementary,Upgrade plumbing due to lead content in water and age of piping.,SEP,HEALTH,6 Complete,2018/2019,28000,,,28000.0
127707-1,DC,51,Boundary,Dr. D.A. Perley Elementary,DR. D.A. PERLEY ELEMENTARY,DR. D.A. PERLEY,05112001,49.02978409,-118.4501613,Elementary,Upgrade remaining washrooms.,SEP,RENO,6 Complete,2018/2019,199999.92,,,199999.9
127161-02,RC,52,Prince Rupert,Conrad Elementary,CONRAD ELEMENTARY,CONRAD,05252003,54.3209013,-130.3002244,Elementary,Replace existing atmospheric boilers in both boiler rooms with 4 properly sized condensing units. Re-design piping in boiler rooms to boost efficiency. Replace boiler pumps with variable speed drive pumps and integrate new boilers with existing buidling automation.,CNCP,MECHUP,6 Complete,2016/2017,130000,35000,0,165000.0
127674,DC,52,Prince Rupert,Conrad Elementary,CONRAD ELEMENTARY,CONRAD,05252003,54.3209013,-130.3002244,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127604-2,DC,52,Prince Rupert,Prince Rupert Middle,PRINCE RUPERT MIDDLE,PRINCE RUPERT,05252020,54.30850726,-130.3176822,Middle,Boilers and Electrical upgrades.,SEP,MECHUP,6 Complete,2018/2019,630000,,,630000.0
127454-01,DC,52,Prince Rupert,Lax Kxeen Elementary,LAX KXEEN ELEMENTARY,LAX KXEEN,05252019,54.318046,-130.309636,Elementary,GROUPED PROJECT: Replacement of building automation system (DDC) ,SEP,MECHUP,6 Complete,2017/2018,100000,0,0,100000.0
127161-03,RC,52,Prince Rupert,All Schools,ALL SCHOOLS,ALL S, ,,,N/A,Install Automatic Flush Valves to Address Elevated Lead Levels in Drinking Water,SEP,HEALTH,6 Complete,2016/2017,150000,75000,0,225000.0
126961,RC,52,Prince Rupert,Charles Hayes,CHARLES HAYES,CHARLES HAYES,05252018,54.3111547,-130.3042523,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,458000,0,0,458000.0
127454-02,DC,52,Prince Rupert,Lax Kxeen Elementary,LAX KXEEN ELEMENTARY,LAX KXEEN,05252019,54.318046,-130.309636,Elementary,"Repair heaving floors at school, including geotechnical & structural rehabilitation.",SEP,HEALTH,6 Complete,2017/2018,566686,0,0,566686.0
127161-04,RC,52,Prince Rupert,Conrad Elementary ,CONRAD ELEMENTARY ,CONRAD,05252003,54.3209013,-130.3002244,Elementary,Replace HVAC system,SEP,MECHUP,6 Complete,2016/2017,376575,0,0,376575.0
127454-03,DC,52,Prince Rupert,Conrad Elementary,CONRAD ELEMENTARY,CONRAD,05252003,54.3209013,-130.3002244,Elementary,Replace low slope roof system.,SEP,ROOFREP,6 Complete,2017/2018,250000,0,0,250000.0
127604-1,DC,52,Prince Rupert,Prince Rupert Middle ,PRINCE RUPERT MIDDLE ,PRINCE RUPERT,05252020,54.30850726,-130.3176822,Middle,Roofing upgrades.,SEP,ROOFREP,6 Complete,2018/2019,500000,,,500000.0
127162-02,TT,53,Okanagan Similkameen,Similkameen Elementary Secondary School,SIMILKAMEEN ELEMENTARY SECONDARY SCHOOL,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elem-Sec,Remove existing gas fired roof top units and replace with air source heat pumps. Upgrade control systems. Add carbon dioxide sensors. This application includes partial upgrades for the secondary wing only.,CNCP,MECHUP,6 Complete,2016/2017,206000,50000,0,256000.0
127162-01,TT,53,Okanagan Similkameen,Similkameen Elementary Secondary School,SIMILKAMEEN ELEMENTARY SECONDARY SCHOOL,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elem-Sec,Replace aging and inefficient gravity vented hot water tanks with new high efficiency condensing hot water tanks.,CNCP,MECHUP,6 Complete,2016/2017,41000,0,0,41000.0
127710,DC,53,Okanagan Similkameen,Osoyoos Elementary,OSOYOOS ELEMENTARY,OSOYOOS,05314008,49.02150415,-119.4812902,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127361-01,DC,53,Okanagan Similkameen,Osoyoos Secondary,OSOYOOS SECONDARY,OSOYOOS,05314008,49.02150415,-119.4812902,Secondary,Gym changeroom & washroom upgrade ,SEP,HEALTH,6 Complete,2017/2018,577308,0,0,577308.0
127036,TT,53,Okanagan Similkameen,Osoyoos Secondary School,OSOYOOS SECONDARY SCHOOL,OSOYOOS,05314008,49.02150415,-119.4812902,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,271000,0,0,271000.0
127685-3,DC,53,Okanagan Similkameen,Similkameen Elementary Secondary,SIMILKAMEEN ELEMENTARY SECONDARY,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elementary,"Mechanical Upgrade
 Elementary wing.",SEP,MECHUP,6 Complete,2018/2019,432061,,,432061.0
127035,TT,53,Okanagan Similkameen,Similkameen Elementary,SIMILKAMEEN ELEMENTARY,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,436621,0,0,436621.0
127162-03,TT,53,Okanagan Similkameen,SIMILKAMEEN ELEM-SECONDARY,SIMILKAMEEN ELEM-SECONDARY,SIMILKAMEEN ELEM-,05316004,49.20977831,-119.8186293,Elem-Sec,Replace existing gas fired rooftop units with new dual fuel air source heat pumps.  We have been upgrading piecemeal based on limited AFG funding available.,SEP,MECHUP,6 Complete,2016/2017,1390000,100000,0,1490000.0
127685-1,DC,53,Okanagan Similkameen,Tuc-El-Nuit Elementary,TUC-EL-NUIT ELEMENTARY,TUC-EL-NUIT,05314007,49.19005674,-119.5392138,Elementary,Roof Replacement.,SEP,ROOFREP,6 Complete,2018/2019,726000,,,726000.0
127685-2,DC,53,Okanagan Similkameen,Similkameen Elementary Secondary,SIMILKAMEEN ELEMENTARY SECONDARY,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elementary,Roof Replacement.,SEP,ROOFREP,6 Complete,2018/2019,980000,,,980000.0
126962,TT,53,Okanagan Similkameen,Oliver Elementary School,OLIVER ELEMENTARY SCHOOL,OLIVER,05314004,49.18279269,-119.5571801,Elementary,Roofrep,SEP,ROOFREP,6 Complete,2015/2016,140000,0,0,140000.0
127361-02,DC,53,Okanagan Similkameen,Similkameen Elementary Secondary,SIMILKAMEEN ELEMENTARY SECONDARY,SIMILKAMEEN,05316004,49.20977831,-119.8186293,Elem-Sec,Sprinkler system install on non-sprinkled school-Secondary wing completion phase 2 of 2,SEP,HEALTH,6 Complete,2017/2018,707000,0,0,707000.0
127162-04,TT,53,Okanagan Similkameen,Osoyoos Secondary,OSOYOOS SECONDARY,OSOYOOS,05314008,49.02150415,-119.4812902,Secondary,Upgrade dust collection system,SEP,MECHUP,6 Complete,2016/2017,271300,0,0,271300.0
127163-05,RC,54,Bulkley Valley,05454012 TWAIN SULLIVAN ELEMENTARY,05454012 TWAIN SULLIVAN ELEMENTARY,05454012 TWAIN SULLIVAN, ,,,Elementary,"Condensing boiler plant to replace existing, inefficient atmospheric heating boilers.  Boilers are now beyond expected useful service life.  Also replace pumps and piping withing the boiler room and re-connect to existing distribution pipe that routes through remainder of the school.  Provide DDC controls for new plant operations",CNCP,MECHUP,6 Complete,2016/2017,111000,264000,0,375000.0
127693,DC,54,Bulkley Valley,Muhiem Elementary,MUHIEM ELEMENTARY,MUHIEM,05454006,54.7781195,-127.1673682,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127648,DC,54,Bulkley Valley,Houston Secondary,HOUSTON SECONDARY,HOUSTON,05454011,54.38876028,-126.6531898,Secondary,"Heating & Ventilation Upgrades Phase ll to include Shop Wing (incl. Wood Shop Dust Collection), Foyer and Gym.",SEP,MECHUP,6 Complete,2018/2019,977000,,,977000.0
126963,RC,54,Bulkley Valley,Telkwa Elementary/ Silverthorne Elementary,TELKWA ELEMENTARY/ SILVERTHORNE ELEMENTARY,TELKWA / SILVERTHORNE, ,,,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,398200,0,0,398200.0
127163-07,RC,54,Bulkley Valley,Houston Secondary,HOUSTON SECONDARY,HOUSTON,05454011,54.38876028,-126.6531898,Secondary,Replace HVAC system,SEP,MECHUP,6 Complete,2016/2017,112000,0,0,112000.0
127349,DC,54,Bulkley Valley,Houston Secondary ,HOUSTON SECONDARY ,HOUSTON,05454011,54.38876028,-126.6531898,Secondary,Replace ventilation system,SEP,MECHUP,6 Complete,2017/2018,977500,0,0,977500.0
127163-06,RC,54,Bulkley Valley,Twain Sullivan Elementary,TWAIN SULLIVAN ELEMENTARY,TWAIN SULLIVAN,05454012,54.38763648,-126.6537031,Elementary,Twain Sullivan and School Board Office water pipe replacement due to above allowable limits.,SEP,MECHUP,6 Complete,2016/2017,257460,0,0,257460.0
126844,TT,57,Prince George,Ecole Lac Des Bois Elementary,ECOLE LAC DES BOIS ELEMENTARY,ECOLE LAC DES BOIS,05757115,53.91618511,-122.7975293,Elementary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,320227,140473,0,460700.0
127164-01,TT,57,Prince George,McBride Secondary School,MCBRIDE SECONDARY SCHOOL,MCBRIDE,05757075,53.2973411,-120.1640551,Secondary,Boiler Upgrade to the Central Heating  Systems in preperation for future upgrades to teminal heating systems that will reduce overall operation temperatures and futher improve efficiencies.,CNCP,MECHUP,6 Complete,2016/2017,345000,100000,0,445000.0
127680,DC,57,Prince George,Glenview Elementary,GLENVIEW ELEMENTARY,GLENVIEW,05757082,53.995257,-122.7760765,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127014,TT,57,Prince George,Polaris Montessori Elementary,POLARIS MONTESSORI ELEMENTARY,POLARIS MONTESSORI,05757076,53.85782006,-122.7613816,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,130000,0,0,130000.0
127164-03,TT,57,Prince George,Nusdeh Yoh Elementary,NUSDEH YOH ELEMENTARY,NUSDEH YOH,05757116,53.89857498,-122.756708,Elementary,"Flooring, millwork, doors and frames, lighting renovations, repainting walls",SEP,RENO,6 Complete,2016/2017,1899999.59,0,0,1899999.6
126964,TT,57,Prince George,Polaris Montessori Elementary,POLARIS MONTESSORI ELEMENTARY,POLARIS MONTESSORI,05757076,53.85782006,-122.7613816,Elementary,Health,SEP,HEALTH,6 Complete,2015/2016,100000,0,0,100000.0
127666-2,DC,57,Prince George,Harwin Elementary,HARWIN ELEMENTARY,HARWIN,05757024,53.91373369,-122.7777879,Elementary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,80000,,,80000.0
127666-3,DC,57,Prince George,College Heights Secondary,COLLEGE HEIGHTS SECONDARY,COLLEGE HEIGHTS,05757101,53.86343631,-122.7640654,Secondary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,40000,,,40000.0
127666-4,DC,57,Prince George,D P Todd Secondary,D P TODD SECONDARY,D P TODD,05757100,53.92364025,-122.8128259,Secondary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,60000,,,60000.0
127666-5,DC,57,Prince George,Quinson Elementary,QUINSON ELEMENTARY,QUINSON,05757051,53.9228984,-122.7893936,Elementary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,115000,,,115000.0
127666-6,DC,57,Prince George,Spruceland Elementary,SPRUCELAND ELEMENTARY,SPRUCELAND,05757059,53.91543335,-122.7930928,Elementary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,80000,,,80000.0
127666-1,DC,57,Prince George,Edgewood Elementary,EDGEWOOD ELEMENTARY,EDGEWOOD,05757102,53.89925837,-122.7998676,Elementary,Radon Mitigation - Design and engineering including assessment and mitigation of Radon gas.,SEP,HEALTH,6 Complete,2018/2019,80000.41,,,80000.4
127463-01,DC,57,Prince George,Various ,VARIOUS ,VARIOUS, ,,,N/A,Remove Lead from drinking water,SEP,HEALTH,6 Complete,2017/2018,375000,0,0,375000.0
127463-02,DC,57,Prince George,Blackburn Elementary,BLACKBURN ELEMENTARY,BLACKBURN,05757064,53.89765213,-122.6430544,Elementary,Replace the classroom heating and ventilation units,SEP,MECHUP,6 Complete,2017/2018,525000,0,0,525000.0
127666-7,DC,57,Prince George,Prince George Secondary,PRINCE GEORGE SECONDARY,PRINCE GEORGE,05757036,53.9027216,-122.7785709,Secondary,Replacement of Dust Collection System - Industrial Education Shops.,SEP,MECHUP,6 Complete,2018/2019,474999.59,,,474999.6
127164-02,TT,57,Prince George,Mackenzie Secondary,MACKENZIE SECONDARY,MACKENZIE,05757118,55.34037525,-123.0892775,Secondary,Replacement of the dust collection system,SEP,HEALTH,6 Complete,2016/2017,206600,25000,0,231600.0
127164-04,TT,57,Prince George,College Heights Secondary,COLLEGE HEIGHTS SECONDARY,COLLEGE HEIGHTS,05757101,53.86343631,-122.7640654,Secondary,Upgrade direct digital control system,SEP,MECHUP,6 Complete,2016/2017,125000,0,0,125000.0
126680,TT,57,Prince George,Polaris Elementary Highglen/Gladstone Fire Event,POLARIS ELEMENTARY HIGHGLEN/GLADSTONE FIRE EVENT,POLARIS HIGHGLEN/GLADSTONE FIRE EVENT, ,,,Elementary,Demolish Highglen Elementary after fire; renovate Polaris (Gladstone) Elementary to accommodate students,SPP,RENO,6 Complete,2016/2017,3707868.1,0,0,3707868.1
127165-02,TT,58,Nicola-Similkameen,Merritt Secondary,MERRITT SECONDARY,MERRITT,05831005,50.1090735,-120.7961077,Secondary,LED Lighting Upgrade and lighting control upgarde,CNCP,ENERGY,6 Complete,2016/2017,363000,0,0,363000.0
127725,DC,58,Nicola-Similkameen,John Allison Elementary,JOHN ALLISON ELEMENTARY,JOHN ALLISON,05817006,49.45712065,-120.5293862,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127698,DC,58,Nicola-Similkameen,Merritt Secondary,MERRITT SECONDARY,MERRITT,05831005,50.1090735,-120.7961077,Secondary,Bring dust collection system up to modern standards.,SEP,MECHUP,6 Complete,2018/2019,410000,,,410000.0
127502,DC,58,Nicola-Similkameen,Princeton Senior Secondary,PRINCETON SENIOR SECONDARY,PRINCETON SENIOR,05817008,49.46834972,-120.5035225,Secondary,HVAC upgrade /install Air source heat pumps,SEP,MECHUP,6 Complete,2017/2018,800000,0,0,800000.0
126965,TT,58,Nicola-Similkameen,Diamond Vale Elementary,DIAMOND VALE ELEMENTARY,DIAMOND VALE,05831006,50.10352316,-120.7754088,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,250000,0,0,250000.0
127015,TT,58,Nicola-Similkameen,Collettville Elementary,COLLETTVILLE ELEMENTARY,COLLETTVILLE,05831009,50.10533601,-120.8065632,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,225000,0,0,225000.0
127165-03,TT,58,Nicola-Similkameen,Princeton Secondary,PRINCETON SECONDARY,PRINCETON,05817008,49.46834972,-120.5035225,Secondary,Upgrade  to Air source heat pumps with condensing boilers for back-up heating,SEP,MECHUP,6 Complete,2016/2017,400000,200000,0,600000.0
127165-04,TT,58,Nicola-Similkameen,"Various - Merritt Secondary, Princeton Secondary","VARIOUS - MERRITT SECONDARY, PRINCETON SECONDARY","VARIOUS - MERRITT , PRINCETON",00000000,,,N/A,Upgrade dust collection system,SEP,HEALTH,6 Complete,2016/2017,300000,0,0,300000.0
127475,DC,59,Peace River South,Little Prairie Elementary,LITTLE PRAIRIE ELEMENTARY,LITTLE PRAIRIE,05959031,55.6960252,-121.5987842,Elementary,"Improved energy consumption, reduce carbon production.",CNCP,MECHUP,6 Complete,2017/2018,225000,0,0,225000.0
127721,DC,59,Peace River South,Frank Ross Elementary,FRANK ROSS ELEMENTARY,FRANK ROSS,05959005,55.7717853,-120.2308905,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127166-06,TT,59,Peace River South,Ecole Frank Ross elementary,ECOLE FRANK ROSS ELEMENTARY,ECOLE FRANK ROSS,05959005,55.7717853,-120.2308905,Elementary,Boiler / ventilation upgrade,SEP,MECHUP,6 Complete,2016/2017,1060725,0,0,1060725.0
127166-08,TT,59,Peace River South,Central Middle School,CENTRAL MIDDLE SCHOOL,CENTRAL,06161035,48.42408748,-123.3464403,Middle,Dust Extractor Replacement,SEP,HEALTH,6 Complete,2016/2017,288900,0,0,288900.0
127477-01,DC,59,Peace River South,Ecole Frank Ross,ECOLE FRANK ROSS,ECOLE FRANK ROSS,05959005,55.7717853,-120.2308905,Elementary,EFR Phase 2,SEP,MECHUP,6 Complete,2017/2018,800000,0,0,800000.0
127016,TT,59,Peace River South,Mcleod Elementary,MCLEOD ELEMENTARY,MCLEOD,05959033,55.7873217,-120.8463359,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,94000,0,0,94000.0
126966,TT,59,Peace River South,Dawson Creek Secondary Spss Campus,DAWSON CREEK SECONDARY SPSS CAMPUS,DAWSON CREEK SPSS CAMPUS,05959008,55.7507264,-120.2427331,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,282500,0,0,282500.0
126967,TT,59,Peace River South,Tumbler Ridge Secondary,TUMBLER RIDGE SECONDARY,TUMBLER RIDGE,05959027,55.1238717,-121.0015171,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,236000,0,0,236000.0
126968,TT,59,Peace River South,Chetwynd Secondary,CHETWYND SECONDARY,CHETWYND,05959011,55.69558331,-121.6121916,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,206000,0,0,206000.0
127611-1,DC,59,Peace River South,Ecole Frank Ross Elementary,ECOLE FRANK ROSS ELEMENTARY,ECOLE FRANK ROSS,05959005,55.7717853,-120.2308905,Elementary,"Original phase 2 at $1630175.00 was funded $800,000  in 17/18 and balance is required to complete.",SEP,MECHUP,6 Complete,2018/2019,830175,,,830175.0
127611-2,DC,59,Peace River South,Dawson Creek Secondary School (Central Campus),DAWSON CREEK SECONDARY SCHOOL (CENTRAL CAMPUS),DAWSON CREEK (CENTRAL CAMPUS),05959008,55.7507264,-120.2427331,Secondary,Replace end of life system.,SEP,MECHUP,6 Complete,2018/2019,1529000,,,1529000.0
127166-09,TT,59,Peace River South,Dawson Creek Secondary ,DAWSON CREEK SECONDARY ,DAWSON CREEK,05959008,55.7507264,-120.2427331,Secondary,Replace flooring,SEP,RENO,6 Complete,2016/2017,300000,0,0,300000.0
127166-07,TT,59,Peace River South,Windrem elementary,WINDREM ELEMENTARY,WINDREM,05959012,55.69624715,-121.6130992,Elementary,Roof Replacement,SEP,ROOFREP,6 Complete,2016/2017,700000,0,0,700000.0
127477-02,DC,59,Peace River South,Ecole Frank Ross,ECOLE FRANK ROSS,ECOLE FRANK ROSS,05959005,55.7717853,-120.2308905,Elementary,Roof Replacement,SEP,ROOFREP,6 Complete,2017/2018,720000,0,0,720000.0
127401,DC,60,Peace River North,Baldonnel Elementary,BALDONNEL ELEMENTARY,BALDONNEL,06060056,56.21791977,-120.6945259,Elementary,"End of life, reduced cost to heat, better air quality, lower carbon footprint, upgrade controls",CNCP,MECHUP,6 Complete,2017/2018,930000,0,0,930000.0
127054,TT,60,Peace River North,North East School,NORTH EAST SCHOOL,NORTH EAST,06098006,56.2450943,-120.8565298,Elementary,Site Acquisition,Expansion,SITE,6 Complete,2015/2016,1300000,0,0,1300000.0
127060,TT,60,Peace River North,Ecole Fort St John Central Elementary,ECOLE FORT ST JOHN CENTRAL ELEMENTARY,ECOLE FORT ST JOHN CENTRAL, ,,,Elementary,Renovation and modular purchase,Replace / Reno,RENO,6 Complete,2016/2017,2000000,0,0,2000000.0
127400-01,DC,60,Peace River North,North Peace Secondary ,NORTH PEACE SECONDARY ,NORTH PEACE,06060015,56.2400407,-120.8227386,Secondary,HVAC Upgrade,SEP,MECHUP,6 Complete,2017/2018,820850,0,0,820850.0
126970,TT,60,Peace River North,Robert Ogilvie,ROBERT OGILVIE,ROBERT OGILVIE,06060026,56.2459145,-120.820421,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,781250,0,0,781250.0
126969,TT,60,Peace River North,Bert Ambrose,BERT AMBROSE,BERT AMBROSE,06060032,56.26139878,-120.8413914,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,500000,0,0,500000.0
127167-04,TT,60,Peace River North,Ecole Central Elementary,ECOLE CENTRAL ELEMENTARY,ECOLE CENTRAL,06060007,56.24505342,-120.8520941,Elementary,Renovations,SEP,RENO,6 Complete,2016/2017,516600,0,0,516600.0
127167-01,TT,60,Peace River North,Robert Ogilvie Elementary,ROBERT OGILVIE ELEMENTARY,ROBERT OGILVIE,06060026,56.2459145,-120.820421,Elementary,Replace aging furnaces with new boiler plant and install classroom ventilators with CO2 control,SEP,MECHUP,6 Complete,2016/2017,1562000,0,0,1562000.0
127167-02,TT,60,Peace River North,Bert Ambrose,BERT AMBROSE,BERT AMBROSE,06060032,56.26139878,-120.8413914,Elementary,Replace aging furnaces with new boiler plant and install classroom ventilators with CO2 control,SEP,MECHUP,6 Complete,2016/2017,1000000,0,0,1000000.0
127167-03,TT,60,Peace River North,North Peace Secondary,NORTH PEACE SECONDARY,NORTH PEACE,06060015,56.2400407,-120.8227386,Secondary,Replace HVAC system,SEP,MECHUP,6 Complete,2016/2017,656800,0,0,656800.0
127400-02,DC,60,Peace River North,Hudson's Hope Elementary/Jr Secondary,HUDSON'S HOPE ELEMENTARY/JR SECONDARY,HUDSON'S HOPE /JR,06060060,56.02602412,-121.9222536,N/A,Roof Replacement,SEP,ROOFREP,6 Complete,2017/2018,469327,0,0,469327.0
127730-1,DC,60,Peace River North,Bert Bowes Jr Secondary,BERT BOWES JR SECONDARY,BERT BOWES JR,06060062,56.24485092,-120.8586976,Secondary,Roof Replacement.,SEP,ROOFREP,6 Complete,2018/2019,309999.64,,,309999.6
127730-2,DC,60,Peace River North,Robert Ogilvie Elementary,ROBERT OGILVIE ELEMENTARY,ROBERT OGILVIE,06060026,56.2459145,-120.820421,Elementary,Roof Replacement.,SEP,ROOFREP,6 Complete,2018/2019,150000,,,150000.0
